block_number,wsteth_eth,stETH_amount,ETH_amount,stEthPerToken
15407704,1.054767161697251154350851721,578584615866847522951637,224365154884021578234466,1083213177168853943
15407968,1.054794759624234412598298150,578578860040150840735897,224490722073868615464491,1083213177168853943
15408232,1.054792897191382916588509033,578585196575326791478190,224484550549599921061130,1083213177168853943
15408496,1.054742285158335901584791827,578636176129726136772902,224270091562697774345715,1083213177168853943
15408760,1.054742938999301049562973276,578633957197907990142837,224272253805838528556999,1083213177168853943
15409024,1.054731802532002715722114772,578671774353990457228960,224235445072347561518706,1083213177168853943
15409288,1.054843967355928002760379059,578734880896483080645675,224259485281861772284035,1083328462747574424
15409552,1.054843587635307278205232251,578741235679227527981057,224260193392884543672207,1083328462747574424
15409816,1.055193612768428712556101345,577545816905692237868674,225425014630388174785655,1083328462747574424
15410080,1.054957781221907753277378106,578354469329436141730806,224639062678581307273035,1083328462747574424
15410344,1.054961667701660221752035795,578341226068958756298220,224651966885779626884666,1083328462747574424
15410608,1.054562178886402135091771015,579692931532523379137235,223335792817518983174222,1083328462747574424
15410872,1.054564902559105732393618382,579694394576270733536706,223348786267510466966939,1083328462747574424
15411136,1.054557740524026954176406434,579718446730597244927494,223325370702528424944009,1083328462747574424
15411400,1.054552139427819001937791654,579719067263364395330832,223300058324670336925315,1083328462747574424
15411664,1.054480861452062878669266865,579958012549684435646368,223067421401478048711938,1083328462747574424
15411928,1.054455435986014766314156077,580058480034905102086734,222990506412524945188687,1083328462747574424
15412192,1.054452844940150235686360247,580067152749950738170396,222982072256602502824670,1083328462747574424
15412456,1.054452844940150235686360247,580067152749950738170397,222982072256602502824670,1083328462747574424
15412720,1.054444205055189431874396178,580096043864632462131493,222953945945947706991950,1083328462747574424
15412984,1.054447633113800852910912909,580091210285633462325250,222967652304150943049540,1083328462747574424
15413248,1.054415729359738040926686153,580197871853828346008251,222863875060464656155509,1083328462747574424
15413512,1.054471680184894788467886428,580450640949800199896776,223215125572539743721973,1083328462747574424
15413776,1.054483415313360650245044781,580446663878064376944993,223266992222709878636158,1083328462747574424
15414040,1.054482846690033781555939640,580448569335265597653723,223265137129961672038212,1083328462747574424
15414304,1.054487340375160231431550528,580454118084903218295009,223287726042487388475142,1083328462747574424
15414568,1.054478858533090424032252486,580482545180205342046418,223260055023720896553897,1083328462747574424
15414832,1.054474181562432999470502182,580515169648802531153050,223251320591219181901686,1083328462747574424
15415096,1.054474876847749209574089946,580502913734011191445857,223249770747311170789720,1083328462747574424
15415360,1.052744958940199593300235392,586509706501258346975529,217466782601389146238503,1083442463171648639
15415624,1.051583850178574142120169199,586134915938961541578148,212578958268592478304661,1083442463171648639
15415888,1.051574428263687854823160706,586159225317706785198299,212550275109512114182304,1083442463171648639
15416152,1.051574638873432165908639035,586158902513610349734124,212550996114408708455863,1083442463171648639
15416416,1.051310348131558436435284420,586942191993843015125085,211788308932243203473238,1083442463171648639
15416680,1.051142400903730900196819675,589380829147816216256963,212006897908775371066999,1083442463171648639
15416944,1.051032215737908170893888382,589742883737088440268113,211705713249787078303712,1083442463171648639
15417208,1.051129562082838475589596783,589444740998042067319866,211979532718126216793507,1083442463171648639
15417472,1.051040783037929582377500992,589712498586123468196821,211728271015177037500470,1083442463171648639
15417736,1.051041223521069101209945984,589711332228446774207463,211729573204499952477099,1083442463171648639
15418000,1.051004882687795571882816148,589825905616837219584296,211628814975322036204173,1083442463171648639
15418264,1.050629352125816096119592657,590919219502394154054683,210565694096867765593122,1083442463171648639
15418528,1.050623609414068848622036967,590907986016218978323251,210539625896576128197102,1083442463171648639
15418792,1.050632036486124132323993763,590877636392324628852650,210561192177158713770128,1083442463171648639
15419056,1.050638785494865556913168803,590858083865615234601439,210580164637788492872712,1083442463171648639
15419320,1.050615539521808861067597718,590850247284309121201842,210488059299160927059039,1083442463171648639
15419584,1.050615539521808861067597718,590850247284309121201843,210488059299160927059039,1083442463171648639
15419848,1.050618287617671509082128978,590833910136883018520186,210492792469614555273082,1083442463171648639
15420112,1.050582430660804700295329894,590937684084916442981003,210392144043215096372196,1083442463171648639
15420376,1.050583481921431472372319149,590934296327048089436639,210394969470925344810176,1083442463171648639
15420640,1.050583513351950770697840198,590935261448145239722661,210395433628227743320325,1083442463171648639
15420904,1.050585016784532754741121607,590932114801232593550856,210400079267420339453660,1083442463171648639
15421168,1.050599919485632804949659658,590934237987106308155671,210458011282389287345696,1083442463171648639
15421432,1.050611462909386562003533072,590900831424759611180846,210490425322486709304359,1083442463171648639
15421696,1.050717215031758078325196948,590967936857791549523538,210487999608406848866320,1083558592635422218
15421960,1.050717205996945402546316473,590971582230813658888506,210489263314483080265584,1083558592635422218
15422224,1.050686840341063632564555519,591060979784554801762258,210404606231120962313897,1083558592635422218
15422488,1.050351491928262381847503093,592025164889733383979032,209469657294690590709051,1083558592635422218
15422752,1.050379635299070191223336224,591944698894741982100204,209547706811752314198595,1083558592635422218
15423016,1.050348746913702724370409669,592033041576696410345558,209462060194388155448270,1083558592635422218
15423280,1.050327748492923651824071385,592011309003430740153365,209374981931169360031766,1083558592635422218
15423544,1.050327065237159906985198177,592013263342764480297812,209373091148866007845619,1083558592635422218
15423808,1.050328699902270068733400876,592008599301953500740031,209377618999619313013914,1083558592635422218
15424072,1.050320905833073581447933975,592096000237729962482309,209379076442392327426449,1083558592635422218
15424336,1.050312192446410719526284083,592097021670563181324004,209346521729563654509991,1083558592635422218
15424600,1.050315082589427184700525686,592088773403951849201382,209354521729563654509991,1083558592635422218
15424864,1.050305650937991552851258348,592086107667632842285007,209317960363254606469645,1083558592635422218
15425128,1.050310171401029446514030496,592073216139767439440489,209330472259217334876796,1083558592635422218
15425392,1.050302778409435200401844668,592096582632492851366058,209310818145129619492216,1083558592635422218
15425656,1.050303011010722542550865910,592095920801980142785110,209311462329317473949514,1083558592635422218
15425920,1.050430253525380663859323249,591733232681714503675554,209664700927063403841374,1083558592635422218
15426184,1.050433792549315681341681739,591730717714154120345492,209677239527648294488973,1083558592635422218
15426448,1.050440299090799500802972943,591713727671411722146484,209695914713159134679810,1083558592635422218
15426712,1.050454189568748031291534062,591675219822249958320020,209735009785375997904328,1083558592635422218
15426976,1.050500048004787245758961944,591683991428932374820169,209912477087609916975171,1083558592635422218
15427240,1.050499641813478879370791219,591690947270968882586851,209913398850512965460076,1083558592635422218
15427504,1.050499196220749498209556805,591692227887134482236294,209912157276337007456370,1083558592635422218
15427768,1.050606557387717909790580961,591754277910383282566999,209914163414242310950888,1083674755412746947
15428032,1.050604580931894904693990611,591760862719261402217347,209908979100646151474175,1083674755412746947
15428296,1.050541155116769376220986487,591786150513063071263102,209676963965885148367505,1083674755412746947
15428560,1.050539576932309371315454882,591790826069370965643100,209672632925349327486595,1083674755412746947
15428824,1.050539145177993960444950972,591792065188150296682207,209671433937647601928828,1083674755412746947
15429088,1.050539586999625685237447215,591790799670809105086772,209672661766438360360773,1083674755412746947
15429352,1.050538572316907837134181136,591793707625229798467228,209669842546964607530515,1083674755412746947
15429616,1.050538928413747852275150763,591792688233251807733827,209670832322608477636615,1083674755412746947
15429880,1.050520139808029274064438141,591803841398193091281200,209603532606533246304155,1083674755412746947
15430144,1.050519597809217664519110258,591805394319803760623531,209602028094782560377065,1083674755412746947
15430408,1.050543551125328267659142512,591736874892843852974613,209668595522227122907611,1083674755412746947
15430672,1.050457349336437307130154295,591983552427724804505133,209429424266397672812211,1083674755412746947
15430936,1.050400730356171541401977265,592130106914764417834521,209267398127215717888933,1083674755412746947
15431200,1.050400743351980858975025512,592130448240870168446490,209267567785312323545760,1083674755412746947
15431464,1.050380998537234100709270024,592187186334805323194198,209213154681299049112486,1083674755412746947
15431728,1.050382671575194715174461635,592183057710420905509085,209218003167443567156121,1083674755412746947
15431992,1.050347567483650879083256768,592283053967907098052785,209121070851338786127819,1083674755412746947
15432256,1.050263927858586798791407091,592505273868380742122660,208885114901018965317053,1083674755412746947
15432520,1.050342307253438356440256030,592621178558622936811938,209220641831918561233234,1083674755412746947
15432784,1.050306607782960810482109082,592721290185418930051014,209121624486537795579295,1083674755412746947
15433048,1.050300186426071258338765801,592739377032440454653845,209103859771342973445938,1083674755412746947
15433312,1.050305307555630784932532151,592724819970775517170323,209117980209002730113632,1083674755412746947
15433576,1.050386271251728009801240660,592766873240364790274275,209437849433717085389910,1083674755412746947
15433840,1.050386007476596272880442484,592774433106128946080339,209439524923340247855256,1083674755412746947
15434104,1.050497655589436529766089734,592821736628701193252080,209455416421302824165639,1083790166502693360
15434368,1.050443514448087034551804209,592976070240849250510770,209305800043197184706548,1083790166502693360
15434632,1.050446241717509110458195210,592968305118517401069357,209313330772837178368230,1083790166502693360
15434896,1.050389896977825809898376974,593118141353936856187918,209154210966647272427084,1083790166502693360
15435160,1.050431555766043967281575533,592995341701202525881082,209267575428261526337568,1083790166502693360
15435424,1.050443700959923676307994356,592960781015063765595954,209301105748207524494827,1083790166502693360
15435688,1.053094744766519763601309023,585055631500958581348469,216977695342533434117972,1083790166502693360
15435952,1.053104373181251052216111930,585044741301006163872282,217014060572302294971246,1083790166502693360
15436216,1.054410946836413121019404571,580863816175113139928177,221081753215773364538370,1083790166502693360
15436480,1.054411385385875643549979941,580865333041938730485818,221084276597305289144500,1083790166502693360
15436744,1.054412222808084331759914676,580890780720715046650721,221097678573690448006886,1083790166502693360
15437008,1.054400195852816635166959713,580930204622910347133463,221059321676391523317551,1083790166502693360
15437272,1.054377754280226620053895203,581003712503905347424919,220987793607230286721315,1083790166502693360
15437536,1.054347133252720780660638411,581104752542777926642720,220890611601279657639134,1083790166502693360
15437800,1.054324070338307439698155576,581180147331539694418035,220817251158810243109400,1083790166502693360
15438064,1.054323763365978328110372786,580815020782320434093122,220677166823467120190316,1083790166502693360
15438328,1.054283033124288726511963432,580947948513983343295912,220547854612595041789194,1083790166502693360
15438592,1.054179463127984384129831597,581285018865102045305331,220219911742639915526328,1083790166502693360
15438856,1.054096492879714075385777505,581554130765676774494711,219958119705679546134930,1083790166502693360
15439120,1.054052786831903398834242580,581695557729731029659742,219820542866455093536341,1083790166502693360
15439384,1.054053714816457265612825722,581692559821940165072009,219823462579618634988417,1083790166502693360
15439648,1.054052733592367507853282405,581689478338064654014036,219818012998498903902975,1083790166502693360
15439912,1.053763078750793891202874875,582576343996816004209471,218895132047155028258838,1083790166502693360
15440176,1.053591554914152128574755807,583123348399760513585334,218363234506975151804396,1083790166502693360
15440440,1.053582780556743481170656196,583550519821665861013093,218006189588552088023081,1083905634226595887
15440704,1.053584661243123221652240318,583545143905197461348149,218012192458858935465653,1083905634226595887
15440968,1.053570604399994836697374012,583588308000317039792114,217968452997170644127906,1083905634226595887
15441232,1.053599160660265710021121777,583497983674260857485833,218056356338419514537171,1083905634226595887
15441496,1.053513138691820616443806102,583481316336906248992316,217684217969734839028067,1083905634226595887
15441760,1.053465356914660588927290519,583631987161812912881519,217537776267351190740861,1083905634226595887
15442024,1.053489569754521459898910507,583555718296326365072327,217611969791227104523071,1083905634226595887
15442288,1.053489569754521459898910507,583555718296326365072327,217611969791227104523071,1083905634226595887
15442552,1.053487983855223575346826692,583560718296326365072327,217607109129541541341740,1083905634226595887
15442816,1.053482133309901591644575092,583499603279081330375691,217559516761701026810879,1083905634226595887
15443080,1.053379768732299881506264683,583821663238549401991133,217246506842031387977948,1083905634226595887
15443344,1.053403624788316061966497728,583821099727070223497627,217347040530559970883660,1083905634226595887
15443608,1.053439562261761386352532099,583710335634117725760113,217457754738323836163023,1083905634226595887
15443872,1.053483708873942159556236220,583571284831169938779450,217592922974680512632590,1083905634226595887
15444136,1.053486901098032557655415076,583563468297076066527445,217603543301157736453262,1083905634226595887
15444400,1.053487381536486022781673455,583565967895653154667220,217606512582305151700428,1083905634226595887
15444664,1.053485701418183317912280472,583571264550718671325155,217601363543562417478426,1083905634226595887
15444928,1.053422186000570137665022230,583771264550718671325154,217406943503307907405005,1083905634226595887
15445192,1.053358378888494151226495887,583971722218784359695380,217212090339628997780026,1083905634226595887
15445456,1.053352584575423467327937033,584007499536582776517263,217200962939609474389032,1083905634226595887
15445720,1.053351277360127236093489955,584046838651678150388723,217210081641026770601129,1083905634226595887
15445984,1.053341706787910725395818190,584076861312940438112127,217180899934863772231672,1083905634226595887
15446248,1.053336811508436277051714569,584118271713687582878281,217175666055051627825578,1083905634226595887
15446512,1.053339678987303962287569448,584085771781214470082006,217175666655051627825578,1083905634226595887
15446776,1.053443070966250560971388950,584165875023975941050448,217169761262495626343498,1084020741978844878
15447040,1.053461603337113139389202843,584107771840075760885755,217226262478081897550765,1084020741978844878
15447304,1.053298718649860798990403055,584617293185272969032128,216731043924976020999118,1084020741978844878
15447568,1.053181147538878814629015324,584630829467737866594020,216245091792682203166137,1084020741978844878
15447832,1.052876903221933169163548882,584629734665158245867345,214986716842101140505685,1084020741978844878
15448096,1.052842100210740872157089143,584736633049515231269902,214883239282935053699980,1084020741978844878
15448360,1.052799267519377135471358997,584867701796697824779363,214755953400786892101727,1084020741978844878
15448624,1.052845359779571277059062595,584764655514541795796832,214906901060751544934171,1084020741978844878
15448888,1.052863758919899472843439980,584708210851437873791762,214961622718502157416627,1084020741978844878
15449152,1.052862206251557797287432550,584712969495814413469070,214957001221435105381375,1084020741978844878
15449416,1.052874333355876323992106336,584693231338411018158107,214999515862932496911571,1084020741978844878
15449680,1.051971027961322358024176538,587418635585960649557857,212353118787201181686867,1084020741978844878
15449944,1.051978383071280109817280390,585834647055202148197181,211809525816298241253101,1084020741978844878
15450208,1.051978119438027325927009770,585827937898039168175643,211806059760436302681661,1084020741978844878
15450472,1.053001109595889328574003230,574370162231436316381341,211716379157997244455308,1084020741978844878
15450736,1.052867175994489423729305599,574775298905822551784351,211323691253065520369891,1084020741978844878
15451000,1.052754524184478013282273423,575031207276789640663336,210964301582206018385896,1084020741978844878
15451264,1.052739918786800066285991306,575108140242170395760008,210933899058494010778833,1084020741978844878
15451528,1.052739918786800066285991306,575108140242170395760008,210933899058494010778833,1084020741978844878
15451792,1.052706845705778881949754577,575206216512201098095626,210837237550857412076688,1084020741978844878
15452056,1.052627519508748221710447979,575206731832149701657673,210520135161510209228073,1084020741978844878
15452320,1.052552299199350116509776853,575431691444788819082512,210302561099395057088773,1084020741978844878
15452584,1.052551682498118923447805173,575420359423417760612307,210295965165721321657905,1084020741978844878
15452848,1.052557015305565890628258785,575368636946962808772338,210298287212633322685009,1084020741978844878
15453112,1.052651833758530441897960372,575445558146600125968589,210257568486810219801069,1084136210960754386
15453376,1.052580553637960880664081742,575657417298297590551162,210051829159740872706799,1084136210960754386
15453640,1.052581413486551431546445201,575654865709330022163250,210054308137258675180558,1084136210960754386
15453904,1.052584585705806707878195994,575645451206644022720139,210063454324239483552143,1084136210960754386
15454168,1.052607202237927586097043786,575578367714092651933960,210128718071950577561095,1084136210960754386
15454432,1.052584710029065950820381659,576647214275187446154083,210429508634899160341911,1084136210960754386
15454696,1.052608304880762846167385760,576586531477626801616147,210501156736040011149598,1084136210960754386
15454960,1.052629489068304113885687912,576366350702879696952284,210505037895638780710519,1084136210960754386
15455224,1.052630163595125178943590072,576362829710892725095594,210506436360230446530766,1084136210960754386
15455488,1.052141048253517396915412974,577806973544643055835812,209104305618252555223935,1084136210960754386
15455752,1.052002419224572715705789960,578211812408317368752176,208711378896761381534568,1084136210960754386
15456016,1.052006065846082361048274834,578201297672496671876262,208721729290852548869875,1084136210960754386
15456280,1.051902561417998871462486932,578510070113913103319629,208432381293964984670682,1084136210960754386
15456544,1.051914082195998467739173066,578490422473621883859229,208469820410439918957711,1084136210960754386
15456808,1.051919157606117538605872141,578515400471213606691826,208498442060574975649107,1084136210960754386
15457072,1.051872794844209479947494401,578649976589563208501619,208367842247751795880097,1084136210960754386
15457336,1.051874348990520458002606574,550682912152471332634931,198302836255153805518750,1084136210960754386
15457600,1.051872738827159592389648424,550688056484245545571871,198298775230942677692726,1084136210960754386
15457864,1.052073646989903910053953950,550226425477796903084602,198873144830475186301771,1084136210960754386
15458128,1.051501882147930500011057120,551800644212338970716325,197346112202652189090435,1084136210960754386
15458392,1.051497501234751386078869473,551758912848708646315689,197315337514370179302636,1084136210960754386
15458656,1.048650124029756991461681537,559119458097698854766500,190138442883258767947966,1084136210960754386
15458920,1.048653849813877103613890540,559078997777972083553787,190136746751232319029329,1084136210960754386
15459184,1.048752476497656571652328239,559168497579574134835001,190125186549851643105175,1084251587042395833
15459448,1.048685762251302611147707466,559333464018423391342800,189965604119494699175155,1084251587042395833
15459712,1.048706533588340983342845902,559271909019754000126190,190011775368829171264895,1084251587042395833
15459976,1.048708551803037902772075540,558459569127728196132498,189742296173909123915603,1084251587042395833
15460240,1.048686862844278033790601512,558428631363998394526290,189661845512625339622394,1084251587042395833
15460504,1.049446473337828589222908704,556528812403996118567757,191496306995401388994102,1084251587042395833
15460768,1.049410176759584256700463811,556521356848053090327544,191373421189785176747936,1084251587042395833
15461032,1.049449776436244929911367763,556421341198333627104850,191470284139800074151173,1084251587042395833
15461296,1.049454561764426419046003502,556409356812168121491671,191482036223326157343609,1084251587042395833
15461560,1.049535949235946397095631255,556303642056046529442483,191716118665534099701953,1084251587042395833
15461824,1.049579609147355263587542140,556191494341001893705018,191822918954163278215055,1084251587042395833
15462088,1.049506106783857806163950954,556372619974553222052826,191640597132071554613943,1084251587042395833
15462352,1.049473635068623122990061347,556454843635630977805189,191561005942569577608915,1084251587042395833
15462616,1.049473311751258242097151197,556457566462870287871655,191560869554305867644385,1084251587042395833
15462880,1.049472439421728520159149411,556459811347664595670080,191558745442337539554582,1084251587042395833
15463144,1.049452923209255761349822933,556509179691839216858660,191510951543380933616244,1084251587042395833
15463408,1.049450961938547699503487820,556515097923509524577818,191506480198538556814969,1084251587042395833
15463672,1.049450961938547699503487820,556515097923509524577819,191506480198538556814969,1084251587042395833
15463936,1.049458032676371166402873314,556510477817424851083548,191528355147165475113761,1084251587042395833
15464200,1.049457972486103285447711642,556509950904681451580703,191527974029794759433012,1084251587042395833
15464464,1.049418644240515563481608297,556609507626147793262363,191431790657433343723491,1084251587042395833
15464728,1.049414811486335974421990613,556604099861015525724163,191417229930475177969815,1084251587042395833
15464992,1.049798608668179866754144314,555581947907547283565499,192345607016304249183236,1084251587042395833
15465256,1.049767014115409624608332706,555662754517225381377736,192267404003667620730559,1084251587042395833
15465520,1.049865758227423340187556278,555730977081055311707557,192248383836708617002976,1084366687684515597
15465784,1.049865462001875249242743848,555775841607161948994405,192262909741246376582673,1084366687684515597
15466048,1.049865665323329588787260036,555770345130279913400999,192261690826718753054001,1084366687684515597
15466312,1.049863740864112715556188959,555775036374243916251225,192256853866453977654033,1084366687684515597
15466576,1.049864049701720203344734728,555773142112886729830551,192257235230376462296920,1084366687684515597
15466840,1.049704098046991829207286173,556177266310508884692256,191861597207714866841273,1084366687684515597
15467104,1.049700565593221668336809671,556177266310508884692256,191849813941826430569724,1084366687684515597
15467368,1.049729716641332188942214998,556051538287635767404586,191903716241546425851693,1084366687684515597
15467632,1.049757015128856441066318439,556056378390216239691551,191996587716034422571350,1084366687684515597
15467896,1.049767753725159957767232299,556043586784375194369370,192028075965681459942041,1084366687684515597
15468160,1.049791191915025345693379677,555983910981288349471288,192085883025837030736907,1084366687684515597
15468424,1.049800546002959134028742483,555992315573016420104100,192120104743226335444652,1084366687684515597
15468688,1.049810439406176021392980147,555961252015481762677071,192142506524835039987155,1084366687684515597
15468952,1.049801093435913879048371200,555985095658596641721846,192119443154941225800248,1084366687684515597
15469216,1.049807830434865474344974245,555968691125362466970661,192136337889287238614835,1084366687684515597
15469480,1.049810336915679043201521381,555962302806438057694349,192142526340811299885932,1084366687684515597
15469744,1.049688777386508453659530460,556269764502104161418077,191842404784002855526126,1084366687684515597
15470008,1.049542514074750521047008078,556263333106145080919464,191354030410969675495144,1084366687684515597
15470272,1.049540182784537201143848506,556268569806226906669891,191348107568248160320209,1084366687684515597
15470536,1.049546078526004233566482071,556262523521773487509188,191365563363170198325715,1084366687684515597
15470800,1.049534212430150548200913363,556243013654290790331576,191319539532123709996718,1084366687684515597
15471064,1.049603220437582029589407284,556068658809403454680876,191488400592817555839751,1084366687684515597
15471328,1.049577272427846930114014867,555986330776284684965539,191373940018958738043848,1084366687684515597
15471592,1.049641599310594530791718171,556149505142724743959078,191273245063581736536711,1084482048648039549
15471856,1.049643413919209455897885164,556144927944536777316236,191277678519649610630824,1084482048648039549
15472120,1.049826813365205779859934410,555680863810899043706885,191727163963231100145749,1084482048648039549
15472384,1.050043636206958730383576039,555031467757880493422194,192228575721881459275854,1084482048648039549
15472648,1.050045006842684536252363614,555027964435644618414932,192231970027438717644026,1084482048648039549
15472912,1.050010886932448261887884655,555115156198447785458667,192147531448569421064279,1084482048648039549
15473176,1.050007861877719772536465825,555122881880394301184104,192140049952887921757766,1084482048648039549
15473440,1.050032274107080443314998774,555059015793227662150262,192199929277656487821324,1084482048648039549
15473704,1.050031591075918813160683385,555040832068618876833117,192191337877651012417462,1084482048648039549
15473968,1.050002738911202548877099616,555114533591079351486918,192119965001569653102248,1084482048648039549
15474232,1.048469963419380590607943304,558926285503418242131221,188425352775347847595661,1084482048648039549
15474496,1.048479898517638231325577181,558907874298907143213345,188450610903672305740473,1084482048648039549
15474760,1.049266669320846112611889112,556936931425373771970566,190310946880715454651145,1084482048648039549
15475024,1.049622022497990414535706805,556017847390243869435577,191163196079597825799945,1084482048648039549
15475288,1.049859788717281361414279672,557230447938094259283613,192372148734859582126988,1084482048648039549
15475552,1.049858623152298164882267884,557233419049553932063901,192369271902178100271152,1084482048648039549
15475816,1.049884250525553008870360827,557168035803257858445477,192432540893268250076005,1084482048648039549
15476080,1.049841760355936459703229957,557191702886727407801323,192298436735759282209686,1084482048648039549
15476344,1.049827710366139532638385390,557206937253591621734538,192256703985748697250529,1084482048648039549
15476608,1.049922741741899478995492245,557207334200492927913966,192575229789541867336055,1084482048648039549
15476872,1.049808368316696105537744188,557217707662825389996050,192195775520588644180060,1084482048648039549
15477136,1.050660049748266988700606817,555020698793452613087569,194324925231548061404771,1084482048648039549
15477400,1.050656278194220805133340946,555029045378583605726312,194314825399955320146747,1084482048648039549
15477664,1.050644530148752586740101833,555058799223773389621111,194284690977139709190860,1084482048648039549
15477928,1.050740905114876166948079117,555150518097223335989898,194263809766053372247267,1084597380620831211
15478192,1.050160666002442955146989334,555893799695922367793217,192545280375825929992640,1084597380620831211
15478456,1.049698178848517127192963017,556986194317903190782662,191378721329697986429844,1084597380620831211
15478720,1.049672455511130975125411169,556899641613082577261770,191263963582969628664706,1084597380620831211
15478984,1.049681593669501644683350605,556876628575020260682587,191286250634539246551467,1084597380620831211
15479248,1.049611005567596899723525894,557052213917206744803262,191113586527052735371100,1084597380620831211
15479512,1.049438104629956347579877729,557485627094784063111658,190694130810452502804096,1084597380620831211
15479776,1.049439049331282181043434321,557482431991995816741728,190696130810452502804096,1084597380620831211
15480040,1.049271596788572180614096396,557578792089695586236977,190182697258843008261343,1084597380620831211
15480304,1.049267168766074620478434554,557559829767771153600663,190161833977135597304375,1084597380620831211
15480568,1.049246401935402417393561336,557553724769986435472558,190092275532179787922964,1084597380620831211
15480832,1.049226317928717344685196622,557598919092001988856332,190042477490077565108111,1084597380620831211
15481096,1.048550407810360685090245170,559179763636834435726611,188412490302081998072372,1084597380620831211
15481360,1.048398490099686108933951800,559538015532852685513559,188053817847808568449763,1084597380620831211
15481624,1.048418006832166238240233724,559503684357754177502539,188103692474604117042714,1084597380620831211
15481888,1.048390394637826350532350261,559574957804527139227920,188040771183470194376304,1084597380620831211
15482152,1.048442408748923471151215381,559428883645137105411261,188155389487635409540238,1084597380620831211
15482416,1.048315804646217985762746139,559734358380416018137808,187860065240182086195277,1084597380620831211
15482680,1.048001276832851269560364926,559325158264482520430682,186743488449088516641212,1084597380620831211
15482944,1.046818653913575314362560675,562052835294897117773964,184065413766524713949954,1084597380620831211
15483208,1.046871226074648886239515377,540996458608232240500873,177319809476465581435959,1084597380620831211
15483472,1.046892496247569637191077163,540960073396238202929647,177368689091030621681729,1084597380620831211
15483736,1.046892612553067980485366206,540959895993354491067555,177368963551656803109501,1084597380620831211
15484000,1.046386592537863924334828880,542022906138741012602094,176282027470825702489491,1084597380620831211
15484264,1.046502828095207782155284804,542037461175886680437800,176303345788207892097686,1084711739784649674
15484528,1.046397204444262429845480256,541875815658012849739265,175954806991442593120469,1084711739784649674
15484792,1.046524233034028972255669032,541601242423311230789347,176221559854383629912732,1084711739784649674
15485056,1.045678712874347437988831189,536934698307989278231131,172387530050369388846609,1084711739784649674
15485320,1.044742136191127102051723341,532978533000663793021300,168657993681829516648992,1084711739784649674
15485584,1.042948811302644829268615467,536498237202904446826753,165270149920503506371420,1084711739784649674
15485848,1.040286604159559535887069615,539774934820094592541126,160080278654195848959118,1084711739784649674
15486112,1.037585906617028985721162826,534055542479515434604431,152716134971417710377188,1084711739784649674
15486376,1.037242719749254193928322820,534405497378312148693894,152131533652728851488871,1084711739784649674
15486640,1.038677181448686814846382731,532073608582693938569361,154369273858542725092686,1084711739784649674
15486904,1.038905664867089351233175876,531685966737312244660520,154731607751541775010035,1084711739784649674
15487168,1.039399631061058482117687163,530855686336312393480632,155527496365976472307136,1084711739784649674
15487432,1.039430907920440905201076021,530521571719476855331437,155495850585141518882839,1084711739784649674
15487696,1.039504946103396720857858782,530395023257837435905890,155615809637869476840643,1084711739784649674
15487960,1.039653336561619623168439830,530142875829901180914438,155857649156247821322731,1084711739784649674
15488224,1.039601481836231577915441449,530141187429359714685796,155746608383452286304495,1084711739784649674
15488488,1.039644722238723728580112038,530070123510847216715034,155817885394217582711487,1084711739784649674
15488752,1.039672146291710674859132268,530023632673926773388087,155862731316340873202578,1084711739784649674
15489016,1.039831669215783627180371695,529749878696779628317700,156123508601234586220398,1084711739784649674
15489280,1.040049517749284113676822017,529373165783672628710846,156481255357506296707710,1084711739784649674
15489544,1.040285369624794453713434450,528959443875564884061241,156870070231051883804119,1084711739784649674
15489808,1.040441108647483625659901918,528575117419501290051828,157095649492338280563908,1084711739784649674
15490072,1.040529075251194202067495098,528421941817232134131779,157242678295366433606602,1084711739784649674
15490336,1.040683481329013115868065142,528370391423858790955789,157342213734134714203036,1084818117156106069
15490600,1.042094719831155646971865281,524839790187432086080210,159447077032113635283274,1084818117156106069
15490864,1.042228953658563828099659077,524600882566581238559602,159682933899991164215654,1084818117156106069
15491128,1.042230302038592126834259943,524598560968442978594858,159685333055623631173342,1084818117156106069
15491392,1.042301989085079094721209003,524467968947150277014165,159810880522626346749531,1084818117156106069
15491656,1.042249328580114875464346369,524563957003264657125474,159718638277745269514308,1084818117156106069
15491920,1.040179243722963109419765715,528166223000656332700205,156184265634054807539306,1084818117156106069
15492184,1.040307314095573643086822813,527953737990385799622375,156398163319504011381542,1084818117156106069
15492448,1.040306699535948231627457972,527954801081236127010388,156397147376007423159952,1084818117156106069
15492712,1.040306712444882375478982794,527954781253218419672732,156397169457131025556540,1084818117156106069
15492976,1.040489098145280566498627195,527657117107820049756720,156704986772654647450682,1084818117156106069
15493240,1.040494153446503089455177360,527648355466335256019546,156713396425504669864002,1084818117156106069
15493504,1.040516087341598172599788086,527661244473077507024579,156765025589223759710406,1084818117156106069
15493768,1.040512862049308928646951244,527667063803829957952900,156759723139054165259637,1084818117156106069
15494032,1.040511167867815611742798865,527670163258252716860256,156756950800685106483513,1084818117156106069
15494296,1.040520587764222737447994405,527670354594611902169221,156777544717112175204047,1084818117156106069
15494560,1.040109523881966868685822192,527913607433876684482130,155959442620233788405678,1084818117156106069
15494824,1.039882178951946789524640735,528292610756964028032099,155584040236576179076566,1084818117156106069
15495088,1.039892484825590157626606924,528276899349166877063833,155601423126654782401119,1084818117156106069
